,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_episodic,params_gamma,params_lr,params_net_arch,params_noise_std,params_noise_type,params_tau,params_train_freq,state
29,29,49.133933999999996,2021-01-05 23:32:05.546164,2021-01-06 00:08:26.285226,0 days 00:36:20.739062,256,1000000,True,0.99,4.1750445683098274e-05,medium,0.3055533177940096,ornstein-uhlenbeck,0.02,,COMPLETE
30,30,91.18685640000001,2021-01-06 00:08:26.304628,2021-01-06 00:43:54.616631,0 days 00:35:28.312003,16,1000000,True,0.99,0.0005175646967710444,medium,0.35836100154347045,ornstein-uhlenbeck,0.02,,COMPLETE
31,31,97.917672,2021-01-06 00:43:54.647745,2021-01-06 01:19:28.465374,0 days 00:35:33.817629,16,1000000,True,0.99,0.000397805936483971,medium,0.3670037848927266,ornstein-uhlenbeck,0.02,,COMPLETE
32,32,81.5799208,2021-01-06 01:19:28.484965,2021-01-06 01:55:26.332868,0 days 00:35:57.847903,16,1000000,True,0.99,0.00044977393401568195,medium,0.38846052597358044,ornstein-uhlenbeck,0.02,,COMPLETE
33,33,44.8825188,2021-01-06 01:55:26.352272,2021-01-06 02:31:10.243367,0 days 00:35:43.891095,16,1000000,True,0.99,0.0006682155696487016,medium,0.35710651476034616,normal,0.02,,COMPLETE
34,34,46.4280786,2021-01-06 02:31:10.262685,2021-01-06 03:06:55.119558,0 days 00:35:44.856873,16,1000000,True,0.99,0.00036162817118888806,medium,0.4989036098836387,ornstein-uhlenbeck,0.02,,COMPLETE
35,35,42.5342622,2021-01-06 03:06:55.138528,2021-01-06 03:25:26.446539,0 days 00:18:31.308011,16,1000000,True,0.99,0.006472607633267601,medium,0.3679812780726485,ornstein-uhlenbeck,0.02,,PRUNED
36,36,45.6906866,2021-01-06 03:25:26.453892,2021-01-06 04:05:26.121802,0 days 00:39:59.667910,16,1000000,True,0.999,0.00034890302984221525,medium,0.48131301696111395,ornstein-uhlenbeck,0.02,,COMPLETE
37,37,43.1323968,2021-01-06 04:05:26.146621,2021-01-06 04:17:23.895697,0 days 00:11:57.749076,16,1000000,True,0.99,0.0013730694952258434,medium,0.4224219424192839,ornstein-uhlenbeck,0.02,,PRUNED
38,38,44.399865600000005,2021-01-06 04:17:23.903550,2021-01-06 04:55:25.978720,0 days 00:38:02.075170,16,100000,True,0.99,0.00011771866736684758,medium,0.5398457169305082,normal,0.02,,COMPLETE
39,39,49.1659092,2021-01-06 04:55:26.011935,2021-01-06 05:31:16.075573,0 days 00:35:50.063638,16,1000000,True,0.9,0.0008963326284353679,medium,0.255539134258338,ornstein-uhlenbeck,0.01,,COMPLETE
