,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_batch_size,params_clip_range,params_ent_coef,params_gae_lambda,params_gamma,params_log_std_init,params_lr,params_max_grad_norm,params_n_epochs,params_n_steps,params_net_arch,params_sde_sample_freq,params_vf_coef,system_attrs_fail_reason,state
36,36,36.362991,2020-12-31 10:25:20.325543,2020-12-31 11:00:10.689691,0 days 00:34:50.364148,relu,64,0.2,0.005206001939716734,0.9,0.9,0.7323963388588925,3.054455823747743e-05,0.8,5,16,small,16,0.8522269585845978,,COMPLETE
37,37,,2020-12-31 10:26:17.029867,2020-12-31 10:43:45.496222,0 days 00:17:28.466355,relu,32,0.1,3.9781153312044264e-05,0.9,0.999,-3.828294047782531,0.5844308355613584,0.6,20,256,medium,8,0.4396496699450344,,PRUNED
38,38,36.362991,2020-12-31 10:43:45.506198,2020-12-31 14:33:54.642419,0 days 03:50:09.136221,relu,8,0.1,9.553626909687952e-07,0.95,0.999,-3.5357970236539518,0.002561712709060345,1.0,20,1024,medium,16,0.6975070864083655,,COMPLETE
39,39,,2020-12-31 10:59:36.668215,2020-12-31 11:11:32.023193,0 days 00:11:55.354978,tanh,64,0.4,0.002874293168577395,0.9,0.98,-3.5330319825502357,0.5246441553742681,1.0,5,128,small,-1,0.00010799849049536459,"Trial 39 failed, because the objective function returned nan.",FAIL
40,40,36.362991,2020-12-31 11:00:10.722805,2020-12-31 13:03:41.599172,0 days 02:03:30.876367,tanh,8,0.4,3.7571029676975314e-07,0.9,0.98,-3.141760722710359,1.2605991201418895e-05,0.7,10,8,small,32,0.5414908285623846,,COMPLETE
41,41,-185.790512,2020-12-31 11:11:32.035457,2020-12-31 12:12:37.555169,0 days 01:01:05.519712,relu,256,0.2,0.0001182924271866212,1.0,0.9999,-3.7850466661174993,0.21308680462316068,0.8,20,32,small,-1,0.36794013712084306,,COMPLETE
42,42,-37.264061,2020-12-31 11:52:18.982585,2020-12-31 11:56:03.930446,0 days 00:03:44.947861,tanh,256,0.1,1.4775401893453443e-06,0.92,0.999,-2.7018911340206513,0.00016659765686045355,0.9,20,1024,small,128,0.3783255034163445,,PRUNED
43,43,36.362991,2020-12-31 11:56:03.941631,2020-12-31 14:02:25.642240,0 days 02:06:21.700609,tanh,16,0.4,0.025335777322589792,0.8,0.9999,-2.224951422462098,0.007552425213505678,5.0,10,8,medium,256,0.46124388217485357,,COMPLETE
44,44,36.362991,2020-12-31 12:12:37.587124,2020-12-31 12:29:04.161969,0 days 00:16:26.574845,relu,32,0.4,1.6091986190428093e-08,0.98,0.95,-1.0321759748168287,0.00027191674239937844,5.0,1,8,small,-1,0.7200512490055107,,COMPLETE
45,45,36.362991,2020-12-31 12:29:04.188367,2020-12-31 12:48:10.418891,0 days 00:19:06.230524,tanh,64,0.1,2.622614565932591e-07,0.98,0.999,0.43382677361581834,2.420608281024212e-05,0.5,10,64,medium,32,0.09228434470088343,,COMPLETE
46,46,-37.161486,2020-12-31 12:48:10.443198,2020-12-31 13:22:32.393313,0 days 00:34:21.950115,relu,16,0.1,0.00016608990973288892,0.92,0.999,-2.8595050013666423,0.0003587589029926641,0.6,20,256,small,8,0.038697316361861245,,PRUNED
47,47,49.576492,2020-12-31 13:03:41.632298,2020-12-31 18:04:01.843048,0 days 05:00:20.210750,relu,8,0.4,0.028585297833614187,0.92,0.999,-2.545508107553604,3.425457283073237e-05,0.9,10,128,medium,256,0.8324005577367698,,COMPLETE
48,48,36.362991,2020-12-31 13:22:32.405079,2020-12-31 13:34:36.706321,0 days 00:12:04.301242,relu,64,0.1,1.9868562254839444e-08,0.8,0.995,0.8717115920764549,0.07384091894643317,0.6,5,64,small,128,0.5261104852423883,,COMPLETE
49,49,36.362991,2020-12-31 13:34:36.747157,2020-12-31 14:36:06.806687,0 days 01:01:30.059530,relu,32,0.2,0.0001527111307582549,0.99,0.9,0.7994691585185798,0.0018361478464488114,0.3,20,64,small,128,0.9288706518983609,,COMPLETE
50,50,36.362991,2020-12-31 14:02:25.669882,2020-12-31 18:04:10.772225,0 days 04:01:45.102343,tanh,16,0.2,2.4289156916227367e-07,0.99,0.99,-2.942044754029743,0.017489614508440905,5.0,10,32,medium,8,0.007184240376543749,,COMPLETE
51,51,,2020-12-31 14:33:54.672071,2020-12-31 18:33:39.559674,0 days 03:59:44.887603,tanh,8,0.1,3.713562260125015e-06,0.98,0.9999,-1.0028781624744463,0.23344224546937226,0.6,5,16,medium,16,0.32566544084122206,"Trial 51 failed, because the objective function returned nan.",FAIL
52,52,-185.790512,2020-12-31 14:36:06.835006,2020-12-31 17:48:56.759633,0 days 03:12:49.924627,tanh,8,0.4,1.7076491785816778e-07,0.99,0.9,-3.7072229231286116,0.02557405479522072,0.3,1,2048,medium,16,0.7269943440050853,,COMPLETE
53,53,36.362991,2020-12-31 17:48:56.792513,2020-12-31 20:24:52.678992,0 days 02:35:55.886479,relu,8,0.3,3.871562026877994e-08,0.8,0.95,0.6818528100910708,2.407641885388115e-05,0.9,20,2048,small,128,0.2469976378017048,,COMPLETE
54,54,36.362991,2020-12-31 18:04:01.875541,2020-12-31 18:21:58.930963,0 days 00:17:57.055422,tanh,8,0.1,1.262972118604019e-08,1.0,0.999,-2.33015583798508,0.02640750243439537,0.5,1,512,medium,16,0.22854627793116022,,COMPLETE
55,55,36.362991,2020-12-31 18:04:10.810482,2020-12-31 19:07:33.623126,0 days 01:03:22.812644,relu,32,0.2,0.013330671306170074,0.98,0.95,-2.445388875319828,7.342097518406021e-05,5.0,20,256,small,128,0.9721194172669476,,COMPLETE
56,56,36.362991,2020-12-31 18:21:58.957157,2020-12-31 18:35:35.478150,0 days 00:13:36.520993,relu,64,0.1,0.004502737718451895,0.8,0.9999,0.018858785340324147,1.310015043451394e-05,0.9,5,64,medium,16,0.10120268947874156,,COMPLETE
57,57,36.362991,2020-12-31 18:33:39.571782,2020-12-31 18:43:06.053271,0 days 00:09:26.481489,tanh,256,0.1,1.4072389443934773e-07,0.8,0.95,-0.423918323059592,0.010092675511026133,5.0,10,2048,medium,8,0.20867039554269506,,COMPLETE
58,58,-36.786271,2020-12-31 18:35:35.514576,2020-12-31 18:39:50.407791,0 days 00:04:14.893215,relu,64,0.1,7.567779788664261e-07,1.0,0.995,-1.6181901442766446,0.007243523277350557,5.0,5,256,small,16,0.4059061773529993,,PRUNED
59,59,36.362991,2020-12-31 18:39:50.417740,2020-12-31 19:26:03.369354,0 days 00:46:12.951614,relu,512,0.2,5.549634684966078e-05,0.99,0.999,-2.9311508343935246,0.02858804418748194,0.9,10,16,small,32,0.7940874285512886,,COMPLETE
