,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_gamma,params_learning_starts,params_log_std_init,params_lr,params_net_arch,params_tau,params_train_freq,system_attrs_fail_reason,state
20,20,177.96685,2020-12-18 11:26:12.595349,2020-12-18 11:44:55.281596,0 days 00:18:42.686247,256.0,1000000.0,0.999,10000.0,-3.307464251131936,2.3091378121194494e-05,big,0.01,512.0,,COMPLETE
21,21,103.37358100000002,2020-12-18 11:44:55.303485,2020-12-18 11:50:56.850140,0 days 00:06:01.546655,64.0,1000000.0,0.95,1000.0,-3.2866669370331496,0.0069253350171849136,small,0.005,32.0,,PRUNED
22,22,103.37358100000002,2020-12-18 11:50:56.858863,2020-12-18 11:55:10.083299,0 days 00:04:13.224436,256.0,100000.0,0.995,10000.0,-3.408891485332625,0.09173926059133572,medium,0.005,128.0,,PRUNED
23,23,189.801784,2020-12-18 11:55:10.090691,2020-12-18 12:15:45.413705,0 days 00:20:35.323014,64.0,100000.0,0.999,0.0,-2.302536315598423,0.0067883240974108,small,0.005,512.0,,COMPLETE
24,24,103.37358100000002,2020-12-18 12:15:45.432906,2020-12-18 12:21:54.434110,0 days 00:06:09.001204,512.0,100000.0,0.98,1000.0,-2.1317953142733383,0.6471535710956751,big,0.001,32.0,,PRUNED
25,25,,2020-12-18 12:21:54.439876,2020-12-18 12:28:02.099014,0 days 00:06:07.659138,256.0,100000.0,0.98,0.0,-0.544304839841177,0.04378405140222744,small,0.02,256.0,,PRUNED
26,26,-27.453118,2020-12-18 12:28:02.106872,2020-12-18 12:30:15.806189,0 days 00:02:13.699317,64.0,1000000.0,0.98,20000.0,0.07472357460038292,0.0481668961038441,big,0.02,32.0,,PRUNED
27,27,103.37358100000002,2020-12-18 12:30:15.813047,2020-12-18 12:32:26.565535,0 days 00:02:10.752488,32.0,1000000.0,0.98,20000.0,-3.533581182269313,0.8850645594546285,big,0.005,8.0,,PRUNED
28,28,173.505616,2020-12-18 12:32:26.571728,2020-12-18 12:50:56.527332,0 days 00:18:29.955604,32.0,10000.0,0.95,10000.0,-1.0770812748400589,0.00024379361823295196,small,0.001,16.0,,COMPLETE
29,29,181.640493,2020-12-18 12:50:56.547126,2020-12-18 13:11:35.488065,0 days 00:20:38.940939,16.0,1000000.0,0.999,0.0,-2.1250735735861213,0.00040655492744437363,medium,0.01,16.0,,COMPLETE
30,30,175.9835,2020-12-18 13:11:35.507053,2020-12-18 13:30:36.040038,0 days 00:19:00.532985,64.0,1000000.0,0.9999,10000.0,-2.911091159623708,0.0009800377581707176,big,0.01,64.0,,COMPLETE
31,31,179.397829,2020-12-18 13:30:36.072896,2020-12-18 13:47:17.669585,0 days 00:16:41.596689,32.0,10000.0,0.99,20000.0,-3.834741113229108,0.0004482463767948371,small,0.02,8.0,,COMPLETE
32,32,103.37358100000002,2020-12-18 13:47:17.689069,2020-12-18 14:08:12.434958,0 days 00:20:54.745889,32.0,100000.0,0.99,0.0,-2.669104831200103,0.00016813358114754867,big,0.02,64.0,,COMPLETE
33,33,175.664165,2020-12-18 14:08:12.454189,2020-12-18 14:27:33.254288,0 days 00:19:20.800099,64.0,100000.0,0.995,10000.0,-2.2781869607101566,0.0005834769243963882,big,0.02,32.0,,COMPLETE
34,34,176.125128,2020-12-18 14:27:33.274025,2020-12-18 14:48:59.395826,0 days 00:21:26.121801,128.0,100000.0,0.995,0.0,-0.9633858720382902,1.2606838789047735e-05,medium,0.02,16.0,,COMPLETE
35,35,,2020-12-18 14:48:59.502084,2020-12-18 14:58:43.646877,0 days 00:09:44.144793,128.0,10000.0,0.999,10000.0,-1.3538630019604385,0.019329804344717403,big,0.005,64.0,,PRUNED
36,36,117.600652,2020-12-18 14:58:43.656130,2020-12-18 15:02:54.097649,0 days 00:04:10.441519,64.0,100000.0,0.95,10000.0,-0.13367866787686022,0.0004480124853657691,small,0.001,16.0,,PRUNED
37,37,122.692839,2020-12-18 15:02:54.103351,2020-12-18 15:19:23.911438,0 days 00:16:29.808087,128.0,100000.0,0.9,20000.0,-3.2607235678865045,8.112926675710393e-05,small,0.02,16.0,,COMPLETE
38,38,157.842172,2020-12-18 15:19:23.930286,2020-12-18 15:23:43.719895,0 days 00:04:19.789609,128.0,100000.0,0.99,10000.0,0.5355920374602414,1.1134387544392794e-05,big,0.01,512.0,,PRUNED
39,39,187.391422,2020-12-18 15:23:43.726899,2020-12-18 15:43:09.269089,0 days 00:19:25.542190,256.0,100000.0,0.99,1000.0,-0.11054315605573795,0.0003780942815886031,small,0.001,256.0,,COMPLETE
40,40,103.37358100000002,2020-12-18 15:43:09.288060,2020-12-18 15:47:09.906449,0 days 00:04:00.618389,256.0,10000.0,0.98,10000.0,-3.6554814181543906,0.0022666666853813425,medium,0.005,8.0,,PRUNED
41,41,145.974146,2020-12-18 15:47:09.915207,2020-12-18 16:02:55.465021,0 days 00:15:45.549814,128.0,100000.0,0.95,20000.0,-1.029888062299376,0.00010834585592379117,medium,0.02,8.0,,COMPLETE
42,42,185.633865,2020-12-18 16:02:55.485998,2020-12-18 16:22:27.380436,0 days 00:19:31.894438,512.0,1000000.0,0.995,1000.0,-0.9083237341820105,1.2166730028530135e-05,medium,0.005,64.0,,COMPLETE
43,43,122.07173,2020-12-18 16:22:27.399529,2020-12-18 16:40:18.686791,0 days 00:17:51.287262,64.0,100000.0,0.9,10000.0,0.41500286195384817,3.568769952833526e-05,medium,0.001,256.0,,COMPLETE
44,44,103.37358100000002,2020-12-18 16:40:18.706317,2020-12-18 16:47:26.984473,0 days 00:07:08.278156,64.0,10000.0,0.9,0.0,0.9563971983773438,0.06202815864106925,big,0.01,128.0,,PRUNED
45,45,,2020-12-18 16:47:26.992148,2020-12-18 16:54:03.991861,0 days 00:06:36.999713,512.0,10000.0,0.95,0.0,-2.580298920590874,0.07175835422481429,small,0.001,16.0,,PRUNED
46,46,,2020-12-18 16:54:03.999528,,,,,,,,,,,,,RUNNING
47,47,855.278247,2020-12-18 18:49:07.346340,2020-12-18 20:00:38.720003,0 days 01:11:31.373663,128.0,10000.0,0.995,10000.0,0.1077727646669473,0.0009409695761344705,medium,0.005,8.0,,COMPLETE
48,48,867.661316,2020-12-18 20:00:38.739266,2020-12-18 21:10:57.258386,0 days 01:10:18.519120,512.0,100000.0,0.995,10000.0,-1.1497673522228733,3.0084372859429972e-05,big,0.005,256.0,,COMPLETE
49,49,433.95922099999996,2020-12-18 21:10:57.280501,2020-12-18 22:20:46.175639,0 days 01:09:48.895138,512.0,1000000.0,0.999,1000.0,-2.7414340932641235,1.5787715369933907e-05,medium,0.01,256.0,,COMPLETE
50,50,433.95922099999996,2020-12-18 22:20:46.197091,2020-12-18 23:30:28.546131,0 days 01:09:42.349040,512.0,10000.0,0.999,1000.0,-1.4253356193313458,0.000287871062047444,small,0.02,512.0,,COMPLETE
51,51,766.101732,2020-12-18 23:30:28.567278,2020-12-19 00:42:03.341679,0 days 01:11:34.774401,128.0,1000000.0,0.9999,1000.0,-2.5519672460263947,0.004385032527632192,medium,0.01,8.0,,COMPLETE
52,52,,2020-12-19 00:42:03.362154,2020-12-19 01:51:15.830089,0 days 01:09:12.467935,16.0,1000000.0,0.98,0.0,-3.0417954709406807,0.024650368729798013,small,0.001,16.0,"Trial 52 failed, because the objective function returned nan.",FAIL
53,53,770.407522,2020-12-19 01:51:15.842620,2020-12-19 02:54:57.029854,0 days 01:03:41.187234,64.0,100000.0,0.98,0.0,-3.7220110835217803,0.001427630206006715,big,0.001,512.0,,COMPLETE
54,54,839.162758,2020-12-19 02:54:57.061431,2020-12-19 03:50:47.223695,0 days 00:55:50.162264,128.0,10000.0,0.9999,10000.0,-3.3965418382566863,0.0023416518000454497,small,0.01,8.0,,COMPLETE
55,55,688.502865,2020-12-19 03:50:47.241153,2020-12-19 05:01:34.280375,0 days 01:10:47.039222,16.0,1000000.0,0.99,10000.0,0.07140970639981781,3.85751696276943e-05,big,0.02,32.0,,COMPLETE
56,56,,2020-12-19 05:01:34.302740,2020-12-19 06:16:55.290082,0 days 01:15:20.987342,128.0,10000.0,0.95,0.0,-3.3429969247766103,0.009914717696181411,small,0.01,64.0,"Trial 56 failed, because the objective function returned nan.",FAIL
57,57,,2020-12-19 05:19:55.051852,,,256.0,1000000.0,0.999,0.0,0.98591467511792,5.955083534217817e-05,big,0.001,128.0,,RUNNING
