,time,state,action,reward,rep
0,0,0.8,0.0,0.0,0
1,1,0.7977204555302067,0.24248814582824707,0.38493948833757025,0
2,2,0.7952179185304188,0.06973153352737427,0.43810207498350523,0
3,3,0.7925427385936177,0.07103624939918518,0.43708709670533646,0
4,4,0.790114228183314,0.18784314393997192,0.4060913837526815,0
5,5,0.7879353494096524,0.208074688911438,0.3974005841499874,0
6,6,0.7860485248228957,0.23981130123138428,0.38259533757076314,0
7,7,0.7842725463112465,0.20628154277801514,0.39699543029975487,0
8,8,0.7830766452937865,0.3566216826438904,0.3119925878387023,0
9,9,0.7821766437131902,0.3101303279399872,0.3427075729789987,0
10,10,0.78309463718835,0.789917528629303,-0.1847924307592081,0
11,11,0.7854766148878517,0.80278480052948,-0.20453797945374225,0
12,12,0.7875536109609245,0.3661721348762512,0.3064941865193125,0
13,13,0.7898300409654408,0.4998643398284912,0.19142337461837355,0
14,14,0.7911363707827866,0.1616920530796051,0.4155508985415761,0
15,15,0.792203492044915,0.31734099984169006,0.34132233654669386,0
16,16,0.7928423890040086,0.2442820966243744,0.3825527429134539,0
17,17,0.7927462221116877,0.12225374579429626,0.42725058707277297,0
18,18,0.7943274276743418,0.7999482750892639,-0.19722912724738467,0
19,19,0.7950478344259723,0.15011215209960938,0.4203781234049165,0
20,20,0.7957934069025219,0.3580464720726013,0.3149457957753281,0
21,21,0.7959390431725031,0.1712087094783783,0.41387580637386023,0
22,22,0.7981112613637835,0.9223012626171112,-0.4067787309294313,0
23,23,0.7990725484279813,0.08812889456748962,0.4363913443347193,0
24,24,0.799872976512815,0.3200177550315857,0.34199387336217124,0
25,25,0.8003724764551741,0.26648443937301636,0.3735454261010799,0
26,26,0.8002800459082309,0.15715795755386353,0.41983224129884655,0
27,27,0.8003035966433654,0.32837238907814026,0.3367097054015876,0
28,28,0.800290071434603,0.2904983460903168,0.36014466915857196,0
29,29,0.8004008307844284,0.3365577757358551,0.33129699369845933,0
30,30,0.7997519466066063,0.07857754826545715,0.43819344311176617,0
31,31,0.7991350296772548,0.2630138397216797,0.3750010700609663,0
32,32,0.7983359360808975,0.20077729225158691,0.40361884813329074,0
33,33,0.7972399538272663,0.15327188372612,0.4200989997782784,0
34,34,0.7967534079062848,0.40612685680389404,0.2785015754325015,0
35,35,0.7973805183437834,0.6018677651882172,0.08138997740678611,0
36,36,0.7974783433550638,0.18458077311515808,0.409595001702088,0
37,37,0.7968664543663904,0.09261122345924377,0.4348987754230884,0
38,38,0.7963779278811698,0.29388266801834106,0.35695724429829023,0
39,39,0.7956024428739072,0.17880097031593323,0.4111140626888035,0
40,40,0.7947896644334804,0.23408013582229614,0.3880381377454371,0
41,41,0.7968481185721001,1.1100951433181763,-0.788841292093907,0
42,42,0.797913371442202,0.14496910572052002,0.4227836342309039,0
43,43,0.7981793064051792,0.13418295979499817,0.4258768662992352,0
44,44,0.7982258696535123,0.25267982482910156,0.38004923924032785,0
45,45,0.798861702864355,0.48127081990242004,0.21247129376359952,0
46,46,0.7990727293920725,0.2170766294002533,0.39703583927134234,0
47,47,0.7986657250841929,0.12845081090927124,0.4275327148868592,0
48,48,0.797626603396241,0.08002308011054993,0.43730725412296767,0
49,49,0.7966106802183176,0.23299992084503174,0.3891074215283822,0
50,50,0.795358708631958,0.15671592950820923,0.41844836131071916,0
51,51,0.7946039790613799,0.3619310259819031,0.3117799306688784,0
52,52,0.7949866529558665,0.5905827283859253,0.09410483439492567,0
53,53,0.7951454531149962,0.25919830799102783,0.37575831279493843,0
54,54,0.7955533555191303,0.38637346029281616,0.29378417372196136,0
55,55,0.7961623900310701,0.3894004225730896,0.29162477717904683,0
56,56,0.7966638077511867,0.3103904128074646,0.3470706351053169,0
57,57,0.7967513824346103,0.21042636036872864,0.39916071870437747,0
58,58,0.7975281748525394,0.5143382549285889,0.179136645870428,0
59,59,0.7980440321359419,0.27624374628067017,0.3675294865833063,0
60,60,0.7989555360109843,0.4561518430709839,0.23604738791503194,0
61,61,0.7995057706557605,0.25591591000556946,0.3787989096347315,0
